,values
2023-03-10,23.023086376778483
2023-03-11,28.65970873041646
2023-03-12,25.32807156712049
2023-03-13,26.851837008361752
2023-03-14,20.84670311704216
2023-03-15,21.036812615454487
2023-03-16,19.233241475363272
2023-03-17,19.219719335637226
2023-03-18,21.891100055293627
2023-03-19,23.30918862817037
2023-03-20,21.00862225540376
2023-03-21,22.028788783215617
2023-03-22,23.124050816627815
2023-03-23,18.636282670919393
2023-03-24,25.846010561874177
2023-03-25,26.41309606165094
2023-03-26,25.00710014128152
2023-03-27,22.675231465992166
2023-03-28,22.18167020603549
2023-03-29,23.851700434660295
2023-03-30,23.35742695123519
2023-03-31,23.767893862699474
2023-04-01,31.105678053693552
2023-04-02,31.36723865514341
2023-04-03,31.76102095225434
2023-04-04,27.43872376203207
2023-04-05,28.676189904823776
2023-04-06,25.645356309438082
2023-04-07,25.89234858122295
2023-04-08,27.699557207137726
2023-04-09,33.47943712920106
2023-04-10,24.69317351380073
2023-04-11,25.528264341028173
2023-04-12,19.897859761667828
2023-04-13,23.045978310086774
2023-04-14,22.109388383135215
2023-04-15,27.121506375248604
2023-04-16,25.119685738961085
2023-04-17,21.150325156504593
2023-04-18,20.390686917023526
2023-04-19,24.72079260113451
2023-04-20,15.583809600707006
2023-04-21,22.8225293459778
2023-04-22,20.93929981147329
2023-04-23,24.3125126517384
2023-04-24,25.79927002955881
2023-04-25,22.83061437826962
2023-04-26,22.56767530462149
2023-04-27,23.508762229820626
2023-04-28,28.115222986516482
2023-04-29,28.07990806013727
2023-04-30,27.206890505007333
2023-05-01,29.51283149767629
2023-05-02,27.11981575272589
2023-05-03,27.437875273874152
2023-05-04,23.961651325297098
2023-05-05,25.608623935530236
2023-05-06,31.149208172381147
2023-05-07,26.284024122135293
2023-05-08,30.285643285590652
2023-05-09,26.530217257601517
2023-05-10,26.14287969232625
2023-05-11,22.78623059953222
2023-05-12,22.73202475283038
2023-05-13,23.84714630251852
2023-05-14,27.61404293146837
2023-05-15,26.83109302887105
2023-05-16,23.691882567545157
2023-05-17,24.171850576064017
2023-05-18,22.451166388944564
2023-05-19,22.691874485983664
2023-05-20,24.609076612175485
2023-05-21,21.319243118584794
2023-05-22,28.1507959462166
2023-05-23,21.757265414079765
2023-05-24,22.684977176985527
2023-05-25,23.83551239550209
2023-05-26,19.26234649527586
2023-05-27,25.777027983602064
2023-05-28,29.91122050732136
2023-05-29,29.17401672879018
2023-05-30,29.69890378090784
2023-05-31,25.69400714607821
2023-06-01,22.814696199383288
2023-06-02,26.63951726009248
2023-06-03,25.593184310333065
2023-06-04,28.838607993932268
2023-06-05,27.818914698148635
2023-06-06,28.551246888219936
2023-06-07,24.247585583893404
2023-06-08,23.4094621798817
2023-06-09,28.62289796603696
2023-06-10,24.983588562711613
2023-06-11,25.557188744140237
2023-06-12,28.250677251258885
2023-06-13,25.102200739472554
2023-06-14,24.72280575974611
2023-06-15,21.282670074569754
2023-06-16,21.367082958533132
2023-06-17,21.571641305407795
2023-06-18,26.450904691532195
2023-06-19,24.766130513306653
2023-06-20,23.307218579217906
2023-06-21,26.1042641370582
2023-06-22,17.137208884974505
2023-06-23,20.963207077560686
2023-06-24,26.086429571062663
2023-06-25,24.934984344152028
2023-06-26,26.187796634065236
2023-06-27,28.31860458024852
2023-06-28,26.035190198707156
2023-06-29,26.707969606000432
2023-06-30,24.792319961974844
2023-07-01,27.866430998583013
2023-07-02,28.546033712169304
2023-07-03,27.94786693571847
2023-07-04,26.747295407084646
2023-07-05,28.248437329814386
2023-07-06,20.654374717229175
2023-07-07,24.553345739356168
2023-07-08,24.072386373109506
2023-07-09,27.807130694159138
2023-07-10,26.328986240457475
2023-07-11,26.515798504796017
2023-07-12,23.76680210497577
2023-07-13,17.66094704120929
2023-07-14,22.247676902712072
2023-07-15,21.619032000946802
2023-07-16,23.735204688012587
2023-07-17,23.393635009046037
2023-07-18,23.862870116887546
2023-07-19,25.830378543545997
2023-07-20,20.230984032948662
2023-07-21,25.71645671994096
2023-07-22,22.012715586400265
2023-07-23,24.681470538666204
2023-07-24,28.810047910173147
2023-07-25,26.191987206552536
2023-07-26,26.17710046584753
2023-07-27,25.004362547900886
2023-07-28,28.533152973500364
2023-07-29,24.50290445006732
2023-07-30,27.19747374952928
2023-07-31,30.620264911460822
2023-08-01,34.40543915062814
2023-08-02,25.886662646658966
2023-08-03,27.01141460279539
2023-08-04,29.772456406896346
2023-08-05,29.209962513213874
2023-08-06,32.930140951375556
2023-08-07,24.983770721293947
2023-08-08,24.278934313577803
2023-08-09,20.1414629917071
2023-08-10,21.385485328197337
2023-08-11,22.761408785277737
2023-08-12,21.553754045828928
2023-08-13,24.93560594530571
2023-08-14,24.944055834092048
2023-08-15,21.59972004807024
2023-08-16,22.14997151104902
2023-08-17,18.80737488987374
2023-08-18,18.941855910123948
2023-08-19,24.589909409344376
2023-08-20,28.15517797872763
2023-08-21,27.052070223857726
2023-08-22,23.58454231754888
2023-08-23,24.61755698143376
2023-08-24,24.99523611588251
2023-08-25,25.12175772088724
2023-08-26,25.830348816001084
2023-08-27,23.031657459000723
2023-08-28,30.614277523201224
2023-08-29,28.512386755586327
2023-08-30,27.181188838112767
2023-08-31,24.806912048538273
2023-09-01,22.118212567086317
2023-09-02,27.57111554311676
2023-09-03,31.433541262037437
2023-09-04,30.61195487653525
2023-09-05,26.482112929214576
2023-09-06,25.45286279889884
2023-09-07,22.92676825471777
2023-09-08,19.408380462449358
2023-09-09,24.712743813242312
2023-09-10,28.310379851605322
2023-09-11,28.998738587120716
2023-09-12,23.20359854832907
2023-09-13,22.70291168283659
2023-09-14,16.521281091687925
2023-09-15,18.05616187360435
2023-09-16,22.821744696610445
2023-09-17,24.678705664476162
2023-09-18,21.284092571295155
2023-09-19,21.889990696915426
2023-09-20,20.7762291100856
2023-09-21,23.316214563386936
2023-09-22,22.294517809781624
2023-09-23,25.08357682258706
2023-09-24,29.38588130062685
2023-09-25,29.23931186333816
2023-09-26,25.610946119816127
2023-09-27,26.49612676180722
2023-09-28,23.4958666274296
2023-09-29,26.54161556795397
2023-09-30,30.33384347052797
2023-10-01,31.28212642989988
2023-10-02,31.201146353488618
2023-10-03,29.414858528581867
2023-10-04,28.279816947683848
2023-10-05,25.37796738033264
2023-10-06,26.17565482496974
2023-10-07,25.933184879688163
2023-10-08,27.62781359628208
2023-10-09,26.83606065521323
2023-10-10,26.632979125004347
2023-10-11,24.50871024841382
2023-10-12,19.75815011870033
2023-10-13,18.771641545949155
2023-10-14,21.772641008659985
2023-10-15,27.37212870758936
2023-10-16,25.327842985691728
2023-10-17,18.383103353619695
2023-10-18,23.001499383243743
2023-10-19,18.928148041688402
2023-10-20,21.869325113046372
2023-10-21,20.7296688694489
2023-10-22,21.249665811619682
2023-10-23,30.350955528610836
2023-10-24,28.500042529020014
2023-10-25,28.483596023735302
2023-10-26,26.044069888572615
2023-10-27,22.7366364436146
2023-10-28,31.763061448058526
2023-10-29,23.813708080770414
2023-10-30,29.676027140896213
2023-10-31,27.543660568976925
2023-11-01,25.597664054891606
2023-11-02,21.073429788209353
2023-11-03,22.732049282232897
2023-11-04,25.959180611309137
2023-11-05,30.621735539235107
2023-11-06,25.680752295811608
2023-11-07,26.850391082287842
2023-11-08,24.582067721950885
2023-11-09,23.706349442598395
2023-11-10,20.510408192800707
2023-11-11,25.162077558001087
2023-11-12,21.699638826563664
2023-11-13,25.398613300016507
2023-11-14,21.46076107693243
2023-11-15,19.60666658580542
2023-11-16,18.998549582808856
2023-11-17,17.757910562293997
2023-11-18,20.88204424240267
2023-11-19,25.485159516842295
2023-11-20,27.092523735737643
2023-11-21,24.994048905157598
2023-11-22,26.163691964466352
2023-11-23,20.617591414545615
2023-11-24,24.52434195314433
2023-11-25,28.22648563040271
2023-11-26,30.478174690090313
2023-11-27,29.54953807134067
2023-11-28,33.20668633992177
2023-11-29,27.55325289308375
2023-11-30,23.749063280959724
2023-12-01,26.88495188684493
2023-12-02,24.5960982535601
2023-12-03,30.84219645756979
2023-12-04,28.06915852171974
2023-12-05,26.253491660511106
2023-12-06,25.322534566132763
2023-12-07,22.816289928092985
2023-12-08,18.77198874038833
2023-12-09,19.297744741041868
2023-12-10,24.142901892340227
2023-12-11,25.15378147744362
2023-12-12,24.366467428496925
2023-12-13,20.740626767496764
2023-12-14,18.38852985417163
2023-12-15,20.665470795122516
2023-12-16,20.445226952211133
2023-12-17,24.007498418877823
2023-12-18,21.649774255474785
2023-12-19,23.442349982608047
2023-12-20,19.11121934099247
2023-12-21,26.14553752890868
2023-12-22,22.501419531120924
2023-12-23,27.55437049510827
2023-12-24,26.844522906824505
2023-12-25,28.64624796791901
2023-12-26,28.30963340110611
2023-12-27,25.122641005100817
2023-12-28,24.958922663742996
2023-12-29,25.643403126663333
2023-12-30,29.228604714445353
2023-12-31,27.868004310456353
