,values
2022-04-07,32.56497195086101
2022-04-08,32.306952963732414
2022-04-09,36.642782233418025
2022-04-10,37.508284217669775
2022-04-11,33.349850700339445
2022-04-12,36.68413245811298
2022-04-13,38.768969757508685
2022-04-14,39.05164320380463
2022-04-15,32.67348825451034
2022-04-16,31.71159873071466
2022-04-17,33.18786362111821
2022-04-18,31.786553676969707
2022-04-19,27.417954145402398
2022-04-20,34.679788557465685
2022-04-21,29.807096432174554
2022-04-22,27.33361283284792
2022-04-23,34.88097625208664
2022-04-24,33.67568354784788
2022-04-25,24.768057628145918
2022-04-26,35.45822959349151
2022-04-27,26.603036990047208
2022-04-28,21.82050447994515
2022-04-29,30.38426348088265
2022-04-30,29.79972768195949
2022-05-01,29.990193500666035
2022-05-02,42.337959788515576
2022-05-03,34.57942162359157
2022-05-04,32.93864625690995
2022-05-05,31.432807529758556
2022-05-06,31.569501581903175
2022-05-07,36.404616735326556
2022-05-08,35.61581843576863
2022-05-09,54.31373867784064
2022-05-10,31.180361841821284
2022-05-11,35.33997328010058
2022-05-12,30.91534667762316
2022-05-13,29.690278733395616
2022-05-14,30.966777021609914
2022-05-15,35.73562912517286
2022-05-16,40.47830726195717
2022-05-17,40.34214729082434
2022-05-18,35.429618148071285
2022-05-19,27.748065045922957
2022-05-20,40.79176677224939
2022-05-21,41.357231928812254
2022-05-22,42.75470613527017
2022-05-23,30.488436191144167
2022-05-24,35.738807948613314
2022-05-25,34.770127639932156
2022-05-26,33.344677816167994
2022-05-27,34.12843056738201
2022-05-28,36.164897764600674
2022-05-29,33.35305878744546
2022-05-30,43.42173025369162
2022-05-31,44.133767175624115
2022-06-01,38.699122531526406
2022-06-02,34.806562014138024
2022-06-03,37.98329354744958
2022-06-04,45.3199313396333
2022-06-05,38.87135318857341
2022-06-06,44.767503932841144
2022-06-07,34.933960275362196
2022-06-08,40.31244395583077
2022-06-09,28.696464546014454
2022-06-10,29.758164785172646
2022-06-11,51.77925729772829
2022-06-12,40.38009009753011
2022-06-13,46.66628636714796
2022-06-14,20.331423121848864
2022-06-15,34.06342266154969
2022-06-16,32.85920825838772
2022-06-17,30.187093654961778
2022-06-18,35.97512966165834
2022-06-19,30.377734586528543
2022-06-20,44.89163538827029
2022-06-21,39.6216988832241
2022-06-22,25.475499344472393
2022-06-23,35.72038913583568
2022-06-24,35.17222601174248
2022-06-25,46.178094130325455
2022-06-26,44.367543447872535
2022-06-27,29.968795622379012
2022-06-28,31.91406925675771
2022-06-29,43.52865206617989
2022-06-30,26.53524785150556
2022-07-01,41.50336288996896
2022-07-02,34.481836001511496
2022-07-03,45.35249665509247
2022-07-04,46.54091937107762
2022-07-05,44.73739275196419
2022-07-06,35.02908180017009
2022-07-07,39.98457310925655
2022-07-08,49.39597575780941
2022-07-09,40.357594814494924
2022-07-10,46.55646432975953
2022-07-11,55.875723455160085
2022-07-12,56.49630358623635
2022-07-13,51.654645195541164
2022-07-14,39.18183399161032
2022-07-15,38.73820321890207
2022-07-16,37.591719951712676
2022-07-17,36.0083604862341
2022-07-18,38.68801437875011
2022-07-19,27.307043867776976
2022-07-20,41.15835586029296
2022-07-21,33.00850799859482
2022-07-22,44.79339150502504
2022-07-23,45.84246223259247
2022-07-24,50.477501965198606
2022-07-25,33.4819425991759
2022-07-26,37.37052804299406
2022-07-27,32.02271459318914
2022-07-28,24.65826249462703
2022-07-29,33.10970514090728
2022-07-30,34.34097882428247
2022-07-31,52.82970573433641
2022-08-01,21.14214380717811
2022-08-02,48.279006849035596
2022-08-03,40.5906856118728
2022-08-04,38.212321444923674
2022-08-05,40.24535125213748
2022-08-06,48.72634127008086
2022-08-07,45.49288097831426
2022-08-08,67.53640445118161
2022-08-09,47.19808641924952
2022-08-10,39.299412138881515
2022-08-11,37.30998265735079
2022-08-12,40.0282598860549
2022-08-13,57.27512337247764
2022-08-14,48.95168645795646
2022-08-15,56.37453936007802
2022-08-16,30.86852190518165
2022-08-17,35.72613947470509
2022-08-18,39.35850709121336
2022-08-19,36.99358569614579
2022-08-20,46.74230042548638
2022-08-21,51.538023936169004
2022-08-22,38.85402135410688
2022-08-23,14.532207586660824
2022-08-24,31.35965595103192
2022-08-25,28.08791131006908
2022-08-26,45.8952761552152
2022-08-27,62.03362427971728
2022-08-28,48.11972315844048
2022-08-29,63.41967745197802
2022-08-30,48.84998558028299
2022-08-31,55.42283809105304
2022-09-01,47.26387889880911
2022-09-02,52.43822501339184
2022-09-03,38.01354996573546
2022-09-04,45.965499903003774
2022-09-05,64.53356383827416
2022-09-06,57.8740484748309
2022-09-07,33.38770541657837
2022-09-08,56.39937730536248
2022-09-09,58.13173173064499
2022-09-10,44.185284939429465
2022-09-11,51.464393813112814
2022-09-12,42.141137629300815
2022-09-13,49.51341955135612
2022-09-14,45.71736865238425
2022-09-15,38.56902028470249
2022-09-16,42.05473847787965
2022-09-17,38.04987840242333
2022-09-18,52.13087251486674
2022-09-19,38.47096349869162
2022-09-20,47.794567237449755
2022-09-21,45.40279114255372
2022-09-22,33.274127324639124
2022-09-23,38.11085493379017
2022-09-24,47.69571014576306
2022-09-25,61.179162841026084
2022-09-26,40.663459564156284
2022-09-27,45.81135420401348
2022-09-28,44.120706130763864
2022-09-29,26.76694831069535
2022-09-30,45.24753674230968
2022-10-01,57.27433178162584
2022-10-02,59.7563519605231
2022-10-03,46.76754993519938
2022-10-04,57.235172825653855
2022-10-05,47.05852002331386
2022-10-06,52.80946306155337
2022-10-07,59.6349865568312
2022-10-08,43.16405375441084
2022-10-09,57.28534041290516
2022-10-10,33.415830354016165
2022-10-11,61.42881050743559
2022-10-12,30.595669970591544
2022-10-13,45.82361015189092
2022-10-14,44.24307850454231
2022-10-15,57.3717661492266
2022-10-16,69.21172330929542
2022-10-17,46.446965110876164
2022-10-18,47.36931914812061
2022-10-19,33.05641209145824
2022-10-20,50.867819091781826
2022-10-21,56.44906457547354
2022-10-22,60.38330544215833
2022-10-23,36.71178697640124
2022-10-24,38.978310300313765
2022-10-25,59.55129166306332
2022-10-26,58.90696084147022
2022-10-27,22.808490090239122
2022-10-28,38.63759945294129
2022-10-29,24.297227602136484
2022-10-30,50.67437513512303
2022-10-31,55.7304827794716
2022-11-01,57.742670816961976
2022-11-02,57.745553216878086
2022-11-03,59.54820442711928
2022-11-04,50.88296768702902
2022-11-05,35.157181851547115
2022-11-06,57.95901493381287
2022-11-07,64.86240381255459
2022-11-08,36.62621392119827
2022-11-09,40.01764580061242
2022-11-10,65.60948756952786
2022-11-11,70.93478039129761
2022-11-12,45.640261731965424
2022-11-13,36.05348092191988
2022-11-14,44.84247332773819
2022-11-15,40.36010008345909
2022-11-16,42.968572842579256
2022-11-17,57.983409260885956
2022-11-18,23.003567521125696
2022-11-19,22.895521573396103
2022-11-20,75.98306158360637
2022-11-21,41.07119358141536
2022-11-22,66.15724245155758
2022-11-23,25.44072588414336
2022-11-24,60.21732789352727
2022-11-25,31.46523244226367
2022-11-26,39.28272734319822
2022-11-27,36.127748406832836
2022-11-28,62.88576089214204
2022-11-29,41.46092691956497
2022-11-30,40.89659851614241
2022-12-01,62.679587544580016
2022-12-02,75.54421023439983
2022-12-03,62.22324626947176
2022-12-04,61.76606586613534
2022-12-05,69.27698545371683
2022-12-06,80.23600986197516
2022-12-07,52.353170417522016
2022-12-08,41.0417457731602
2022-12-09,79.61322561997731
2022-12-10,74.93265375551435
2022-12-11,39.880980073113875
2022-12-12,67.6728639823658
2022-12-13,60.48405393724865
2022-12-14,51.62639180136388
2022-12-15,35.04573023350584
2022-12-16,31.4116888146456
2022-12-17,44.736033701583494
2022-12-18,52.79905719125643
2022-12-19,77.27226285627577
2022-12-20,33.43138098058889
2022-12-21,66.0971029006172
2022-12-22,53.975372736680335
2022-12-23,63.42568179228732
2022-12-24,82.81902629880081
2022-12-25,49.79150370092462
2022-12-26,59.20647516805788
2022-12-27,32.651299347163636
2022-12-28,46.183545126103844
2022-12-29,78.08406073646758
2022-12-30,85.89784170985317
2022-12-31,61.063562389605515
2023-01-01,59.89962107641669
2023-01-02,68.14956170500777
2023-01-03,64.91168364014841
2023-01-04,92.07337926226964
2023-01-05,42.88966288170535
2023-01-06,33.0970923372239
2023-01-07,48.27383481603765
2023-01-08,40.026022881202934
2023-01-09,62.16430642294139
2023-01-10,59.734404718762235
2023-01-11,34.23311785684003
2023-01-12,54.53096310036446
2023-01-13,50.485970755123944
2023-01-14,59.66350130742008
2023-01-15,47.51761666649318
2023-01-16,51.26406767680777
2023-01-17,51.72733526953722
2023-01-18,74.6544470832177
2023-01-19,35.97748684057459
2023-01-20,45.03606631754089
2023-01-21,56.90047900235086
2023-01-22,56.81297429849037
2023-01-23,76.78647520765335
2023-01-24,53.73981821655274
2023-01-25,62.799757204108346
2023-01-26,57.56117371670679
2023-01-27,44.80537210855002
2023-01-28,55.6002813552679
2023-01-29,62.175161380454185
2023-01-30,50.98648505144131
2023-01-31,103.98665044758724
2023-02-01,65.12479401621279
2023-02-02,77.33731983503142
2023-02-03,87.7389626220384
2023-02-04,94.74302014523957
2023-02-05,35.31206879446197
2023-02-06,53.99741978458806
2023-02-07,40.29863868467939
2023-02-08,52.743260882089274
2023-02-09,53.31185988633432
2023-02-10,35.093392530168366
2023-02-11,78.00815204382103
2023-02-12,81.79651947161369
2023-02-13,49.44470626237826
2023-02-14,70.67144477921073
2023-02-15,71.54059009616238
2023-02-16,67.17295158925216
2023-02-17,34.271259272307894
2023-02-18,98.71407958229568
2023-02-19,94.67475299055391
2023-02-20,52.73047215993894
2023-02-21,52.530948989161516
2023-02-22,36.87164625034772
2023-02-23,68.90998836091816
2023-02-24,59.65909447552029
2023-02-25,70.09770399002332
2023-02-26,57.19605334479829
2023-02-27,44.06165035678379
2023-02-28,48.67235061074024
2023-03-01,53.29268517801043
2023-03-02,65.6850858816625
2023-03-03,60.01187916948925
2023-03-04,78.98761883692644
2023-03-05,78.9573831806722
2023-03-06,83.73084190632161
2023-03-07,71.5676064928292
2023-03-08,96.45860578112803
2023-03-09,100.06157651520037
2023-03-10,54.44565473644113
2023-03-11,45.663638144089646
2023-03-12,78.4085662953928
2023-03-13,75.16938347030035
2023-03-14,77.37572392872934
2023-03-15,52.44805763858176
2023-03-16,41.73399445779004
2023-03-17,57.08124750391461
2023-03-18,91.87968930650439
2023-03-19,59.205419795117166
2023-03-20,75.60086972547442
2023-03-21,52.41742181857899
2023-03-22,45.374673874436596
2023-03-23,46.13936438855007
2023-03-24,21.114723025196962
2023-03-25,51.833559189975745
2023-03-26,81.7065494222992
2023-03-27,67.72962386689649
2023-03-28,51.3295262620036
2023-03-29,64.58355935301984
2023-03-30,69.82132142241362
2023-03-31,81.18092690538275
2023-04-01,54.78781172405755
2023-04-02,69.87844408811965
2023-04-03,76.71860054824022
2023-04-04,88.95101262547611
2023-04-05,44.92295283284571
2023-04-06,61.02123735858893
2023-04-07,33.59519030145769
2023-04-08,52.44662938546823
2023-04-09,75.32759906301979
2023-04-10,100.69648575869473
2023-04-11,62.93752611463526
2023-04-12,57.62277698874462
2023-04-13,44.85997875839412
2023-04-14,37.88667807163834
2023-04-15,48.50477492214493
2023-04-16,77.63507590503647
2023-04-17,26.710557576246046
2023-04-18,61.19381930813434
2023-04-19,50.523316651088116
2023-04-20,42.774122466590164
2023-04-21,67.85805071314661
2023-04-22,50.285815049489266
2023-04-23,46.74884606350547
2023-04-24,57.371669992218635
2023-04-25,38.55165897289628
2023-04-26,35.55555137819643
2023-04-27,51.446094357825345
2023-04-28,45.777667231775474
2023-04-29,87.27981716077478
2023-04-30,70.60726535459875
2023-05-01,50.46523468255175
2023-05-02,70.25973571989607
2023-05-03,84.47386762928835
2023-05-04,81.08507477148152
2023-05-05,103.72816020837567
2023-05-06,55.86610251577024
2023-05-07,98.0898908543723
2023-05-08,65.6492585202108
2023-05-09,72.89341478198426
2023-05-10,52.19301770349449
2023-05-11,46.994372044896906
2023-05-12,103.4574758848403
2023-05-13,106.07858242169328
2023-05-14,75.49411036606571
2023-05-15,86.274173939349
2023-05-16,72.56533090952087
2023-05-17,98.08193846799567
2023-05-18,29.50835707337464
2023-05-19,98.55143230608688
2023-05-20,33.675590813621824
2023-05-21,101.76641215430232
2023-05-22,113.63237053641735
2023-05-23,44.39115338919913
2023-05-24,54.30864785379533
2023-05-25,68.07582441244372
2023-05-26,86.46311350072412
2023-05-27,27.385727820757822
2023-05-28,70.76778631857542
2023-05-29,88.68386427056454
2023-05-30,90.65014359096256
2023-05-31,86.62431975443262
2023-06-01,63.16320166459549
2023-06-02,64.62131511492993
2023-06-03,63.098826806549646
2023-06-04,128.82152755699838
2023-06-05,55.10887258894934
2023-06-06,80.25244793564475
2023-06-07,66.47638914701803
2023-06-08,68.14500826129861
2023-06-09,78.18975950283541
2023-06-10,60.28481214440819
2023-06-11,74.33086621756539
2023-06-12,63.96442678777689
2023-06-13,87.39159051440826
2023-06-14,61.32499414219511
2023-06-15,69.67316240162
2023-06-16,68.79391161450552
2023-06-17,110.32849657838663
2023-06-18,111.40620694086617
2023-06-19,46.877591990867685
2023-06-20,54.68146348445079
2023-06-21,39.1763962130115
2023-06-22,61.63163588219572
2023-06-23,68.26688206728505
2023-06-24,57.506027012617366
2023-06-25,82.30016074098384
2023-06-26,64.76846977860674
2023-06-27,74.3158619340372
2023-06-28,33.86857933896418
2023-06-29,87.73628017161933
2023-06-30,53.51339078116119
2023-07-01,66.77156677827591
2023-07-02,91.90928690059836
2023-07-03,47.54787648447771
2023-07-04,100.37519943371674
2023-07-05,81.83944532051017
2023-07-06,80.25810142043616
2023-07-07,43.59863902740021
2023-07-08,46.17706992748348
2023-07-09,78.35135258271791
2023-07-10,70.00218689075568
2023-07-11,62.143248103012
2023-07-12,70.06687281694563
2023-07-13,51.31426410212852
2023-07-14,68.00486047537393
2023-07-15,84.64714877897939
2023-07-16,53.99431113447322
2023-07-17,55.42032857968769
2023-07-18,70.61421652013836
2023-07-19,61.366212312499556
2023-07-20,69.26374215522408
2023-07-21,73.34503579061017
2023-07-22,34.85604700374948
2023-07-23,112.16473139961948
2023-07-24,72.6730332665145
2023-07-25,78.70480856975828
2023-07-26,48.491429789562545
2023-07-27,69.59140345647928
2023-07-28,69.54738409302404
2023-07-29,54.70971937129863
2023-07-30,75.31049614385046
2023-07-31,45.600991537134846
2023-08-01,132.8771175834152
2023-08-02,83.77697251004813
2023-08-03,88.86223616150667
2023-08-04,84.38527290819337
2023-08-05,60.46897409238177
2023-08-06,82.02753136746918
2023-08-07,18.263683725888907
2023-08-08,54.97103383380225
2023-08-09,90.00773250628134
2023-08-10,68.74679692280506
2023-08-11,23.71078945014004
2023-08-12,41.83127921505863
2023-08-13,97.11034624014513
2023-08-14,35.762113116766955
2023-08-15,77.64888861592624
2023-08-16,31.07036925418452
2023-08-17,94.72484194768057
2023-08-18,86.55761444331172
2023-08-19,98.05274911553434
2023-08-20,69.95634605896197
2023-08-21,88.10888058872429
2023-08-22,83.76763321420674
2023-08-23,46.426610540896434
2023-08-24,79.53044345121224
2023-08-25,62.07207261404153
2023-08-26,51.29105917553837
2023-08-27,55.43219572820342
2023-08-28,111.02800954013571
2023-08-29,103.57189967641752
2023-08-30,73.20329390849034
2023-08-31,31.40495819361732
2023-09-01,96.05062419115782
2023-09-02,111.68996611273849
2023-09-03,100.29928969031398
2023-09-04,78.82558666140811
2023-09-05,48.77074259786042
2023-09-06,79.19777377515638
2023-09-07,57.67604854441767
2023-09-08,60.140905815256616
2023-09-09,78.70886503056897
2023-09-10,65.98774852977006
2023-09-11,83.425050025429
2023-09-12,103.1707808192861
2023-09-13,40.90656130143631
2023-09-14,83.5723374288917
2023-09-15,87.55167784199608
2023-09-16,71.75208613634898
2023-09-17,29.80163689064325
2023-09-18,59.57882539894507
2023-09-19,137.98731935382114
2023-09-20,97.85574319893064
2023-09-21,49.181605911741144
2023-09-22,70.67996894482343
2023-09-23,71.64057479426258
2023-09-24,87.36624369345935
2023-09-25,93.65504790256252
2023-09-26,105.83726348265914
2023-09-27,87.62458664741877
2023-09-28,61.51817831877395
2023-09-29,107.36275569284463
2023-09-30,66.6113111924151
2023-10-01,101.9979545596218
2023-10-02,134.75234859837434
2023-10-03,90.6104740874791
2023-10-04,42.31797921708686
2023-10-05,99.59103014330671
2023-10-06,93.77445051736403
2023-10-07,57.391881969709985
2023-10-08,101.89083574631633
2023-10-09,87.06890346940574
2023-10-10,56.11374231953304
2023-10-11,86.32506555193973
2023-10-12,75.99587044842829
2023-10-13,32.70224903058913
2023-10-14,87.71199715264318
2023-10-15,41.87642554071216
2023-10-16,96.21109065493249
2023-10-17,45.52231668764809
2023-10-18,94.00105171453009
2023-10-19,84.03468724638192
2023-10-20,42.62868841516334
2023-10-21,96.26558666342908
2023-10-22,113.95560493314086
2023-10-23,46.06301600615093
2023-10-24,62.086940792965905
2023-10-25,55.73955944389125
2023-10-26,75.46732388051767
2023-10-27,123.08165662753605
2023-10-28,86.54026728494183
2023-10-29,125.52231951562807
2023-10-30,83.71971904216767
2023-10-31,121.86799086400407
2023-11-01,69.72356856714424
2023-11-02,74.21118228704543
2023-11-03,40.70415401796318
2023-11-04,107.78282092187312
2023-11-05,82.81450954996137
2023-11-06,74.3586257660904
2023-11-07,57.57459145271154
2023-11-08,99.65597773401005
2023-11-09,90.64371010705796
2023-11-10,54.93693786807619
2023-11-11,120.4369434245879
2023-11-12,84.2777144106878
2023-11-13,79.8378283990218
2023-11-14,133.68966890060506
2023-11-15,79.51582289690691
2023-11-16,78.05991869898489
2023-11-17,73.58221292098314
2023-11-18,145.26784137065133
2023-11-19,147.20872994789244
2023-11-20,116.34044535749406
2023-11-21,83.91342090675325
2023-11-22,69.8376319876889
2023-11-23,99.21591428902816
2023-11-24,89.74022614869749
2023-11-25,46.88711936705713
2023-11-26,124.94538682629306
2023-11-27,79.88280936790133
2023-11-28,111.38338128911438
2023-11-29,88.50842149865431
2023-11-30,88.80054967980173
2023-12-01,53.62721855739555
2023-12-02,67.95680299526808
2023-12-03,75.56440259772299
2023-12-04,93.29509203922855
2023-12-05,101.90096820024564
2023-12-06,82.0246249943509
2023-12-07,67.05928759313859
2023-12-08,118.15401426015065
2023-12-09,89.22003679310583
2023-12-10,104.07384115652752
2023-12-11,101.22545540053787
2023-12-12,64.2986062072804
2023-12-13,69.2102333432043
2023-12-14,110.63369109969793
2023-12-15,142.5308639788609
2023-12-16,102.06403778973693
2023-12-17,71.15822256792083
2023-12-18,126.50481211649333
2023-12-19,43.71126871888903
2023-12-20,65.57768585131646
2023-12-21,125.88175631478754
2023-12-22,78.15867901003907
2023-12-23,136.38237329257475
2023-12-24,45.405733679061576
2023-12-25,77.01036080746627
2023-12-26,105.17083838967305
2023-12-27,99.82901878309542
2023-12-28,101.57875073866698
2023-12-29,93.17507774731021
2023-12-30,77.53595531668398
2023-12-31,126.30763873387389
