timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year
2015-02-25,2651,11.5,11.5,93.0,18.0,7.0,0.0,0.0,3.0,2015
2015-02-26,3628,12.0,12.0,94.0,22.0,7.0,0.0,0.0,3.0,2015
2015-02-27,3398,9.0,7.0,81.0,18.5,2.0,0.0,0.0,3.0,2015
2015-02-28,1224,11.0,11.0,93.0,32.0,26.0,0.0,1.0,3.0,2015
2015-03-01,2006,12.0,12.0,85.0,43.0,7.0,0.0,1.0,0.0,2015
2015-03-02,3573,9.0,5.0,81.0,45.5,2.0,0.0,0.0,0.0,2015
2015-03-03,3818,9.5,5.5,84.0,33.0,7.0,0.0,0.0,0.0,2015
2015-03-04,3803,10.0,7.0,84.0,29.5,3.0,0.0,0.0,0.0,2015
2015-03-05,3807,11.5,11.5,81.0,25.0,4.0,0.0,0.0,0.0,2015
2015-03-06,3548,13.0,13.0,71.0,26.0,4.0,0.0,0.0,0.0,2015
2015-03-07,3179,16.0,16.0,82.0,25.0,1.0,0.0,1.0,0.0,2015
2015-03-08,2179,13.5,13.5,90.0,24.0,4.0,0.0,1.0,0.0,2015
2015-03-09,3886,11.0,11.0,91.0,22.0,7.0,0.0,0.0,0.0,2015
2015-03-10,4033,12.0,12.0,82.0,19.5,1.0,0.0,0.0,0.0,2015
2015-03-11,4053,13.0,13.0,90.0,21.0,7.0,0.0,0.0,0.0,2015
2015-03-12,4125,14.0,14.0,87.0,26.0,4.0,0.0,0.0,0.0,2015
2015-03-13,3609,11.0,11.0,78.5,30.5,3.0,0.0,0.0,0.0,2015
2015-03-14,1625,9.0,6.0,81.0,24.0,7.0,0.0,1.0,0.0,2015
2015-03-15,1153,7.0,4.0,93.0,21.5,7.0,0.0,1.0,0.0,2015
2015-03-16,2760,9.0,6.0,93.0,21.0,7.0,0.0,0.0,0.0,2015
2015-03-17,3734,12.0,12.0,100.0,15.0,7.0,0.0,0.0,0.0,2015
2015-03-18,3889,9.0,7.0,96.5,18.0,4.0,0.0,0.0,0.0,2015
2015-03-19,3787,8.0,5.5,81.5,18.0,4.0,0.0,0.0,0.0,2015
2015-03-20,3515,11.5,11.5,87.0,19.5,4.0,0.0,0.0,0.0,2015
2015-03-21,1377,9.5,7.0,81.0,24.0,7.0,0.0,1.0,0.0,2015
2015-03-22,1941,8.0,6.0,75.0,18.0,4.0,0.0,1.0,0.0,2015
2015-03-23,3719,12.0,12.0,84.0,19.5,7.0,0.0,0.0,0.0,2015
2015-03-24,3864,9.0,9.0,81.5,16.0,7.0,0.0,0.0,0.0,2015
2015-03-25,3858,9.5,9.0,84.0,15.0,7.0,0.0,0.0,0.0,2015
2015-03-26,2658,12.0,12.0,90.0,33.0,7.0,0.0,0.0,0.0,2015
2015-03-27,3514,13.0,13.0,82.0,26.0,2.0,0.0,0.0,0.0,2015
2015-03-28,1651,14.0,14.0,93.0,35.0,7.0,0.0,1.0,0.0,2015
2015-03-29,875,14.0,14.0,91.0,47.0,7.0,0.0,1.0,0.0,2015
2015-03-30,3370,12.5,12.5,88.0,40.0,7.0,0.0,0.0,0.0,2015
2015-03-31,3297,13.0,13.0,82.0,48.0,7.0,0.0,0.0,0.0,2015
2015-04-01,3473,11.5,11.5,93.0,38.0,26.0,0.0,0.0,0.0,2015
2015-04-02,2813,11.5,11.5,93.0,32.0,7.0,0.0,0.0,0.0,2015
2015-04-03,1404,12.0,12.0,97.0,14.0,26.0,1.0,0.0,0.0,2015
2015-04-04,1245,10.0,10.0,97.0,21.0,7.0,0.0,1.0,0.0,2015
2015-04-05,2156,12.0,12.0,87.0,13.0,7.0,0.0,1.0,0.0,2015
2015-04-06,3000,15.5,15.5,90.0,22.0,4.0,1.0,0.0,0.0,2015
2015-04-07,3721,17.5,17.5,87.0,13.0,2.0,0.0,0.0,0.0,2015
2015-04-08,3714,16.0,16.0,87.0,25.0,3.0,0.0,0.0,0.0,2015
2015-04-09,3712,16.0,16.0,96.5,18.0,4.0,0.0,0.0,0.0,2015
2015-04-10,3751,20.5,20.5,93.0,18.5,1.0,0.0,0.0,0.0,2015
2015-04-11,2713,14.0,14.0,82.0,30.0,7.0,0.0,1.0,0.0,2015
2015-04-12,3241,18.0,18.0,84.0,32.5,4.0,0.0,1.0,0.0,2015
2015-04-13,3752,16.5,16.5,79.5,15.0,4.0,0.0,0.0,0.0,2015
2015-04-14,4196,22.5,21.5,82.0,28.0,1.0,0.0,0.0,0.0,2015
2015-04-15,4492,25.0,24.0,77.0,21.5,1.0,0.0,0.0,0.0,2015
2015-04-16,4211,15.5,15.5,87.0,27.0,2.0,0.0,0.0,0.0,2015
2015-04-17,3868,13.0,13.0,76.5,30.5,7.0,0.0,0.0,0.0,2015
2015-04-18,3099,13.0,13.0,87.0,34.0,4.0,0.0,1.0,0.0,2015
2015-04-19,1874,12.0,12.0,84.0,16.0,4.0,0.0,1.0,0.0,2015
2015-04-20,4220,17.0,17.0,93.0,24.0,1.0,0.0,0.0,0.0,2015
2015-04-21,4628,17.0,17.0,78.5,22.0,1.0,0.0,0.0,0.0,2015
2015-04-22,4443,14.0,14.0,90.5,29.0,3.0,0.0,0.0,0.0,2015
2015-04-23,4267,15.0,15.0,87.0,19.0,4.0,0.0,0.0,0.0,2015
2015-04-24,4069,18.0,18.0,87.0,25.0,4.0,0.0,0.0,0.0,2015
2015-04-25,2710,18.5,18.5,91.0,26.0,7.0,0.0,1.0,0.0,2015
2015-04-26,1803,12.0,12.0,94.0,14.0,26.0,0.0,1.0,0.0,2015
2015-04-27,4437,12.5,12.5,87.0,25.0,3.0,0.0,0.0,0.0,2015
2015-04-28,4453,14.0,14.0,81.0,29.0,2.0,0.0,0.0,0.0,2015
2015-04-29,4069,13.0,13.0,84.5,29.5,7.0,0.0,0.0,0.0,2015
2015-04-30,4283,15.5,15.5,76.0,26.0,2.0,0.0,0.0,0.0,2015
2015-05-01,3791,12.0,12.0,78.5,27.0,3.0,0.0,0.0,0.0,2015
2015-05-02,2175,13.5,13.5,91.0,30.0,7.0,0.0,1.0,0.0,2015
2015-05-03,2276,19.5,19.5,97.0,35.0,7.0,0.0,1.0,0.0,2015
2015-05-04,3057,18.0,18.0,94.0,30.5,7.0,1.0,0.0,0.0,2015
2015-05-05,3516,16.0,16.0,94.0,44.5,7.0,0.0,0.0,0.0,2015
2015-05-06,3911,14.5,14.5,85.0,42.0,7.0,0.0,0.0,0.0,2015
2015-05-07,4098,17.0,17.0,79.5,29.0,7.0,0.0,0.0,0.0,2015
2015-05-08,3744,17.0,17.0,82.0,18.5,7.0,0.0,0.0,0.0,2015
2015-05-09,2718,18.5,18.5,79.5,35.0,7.0,0.0,1.0,0.0,2015
2015-05-10,3270,18.5,18.5,91.0,22.0,3.0,0.0,1.0,0.0,2015
2015-05-11,4227,22.0,22.0,79.5,25.0,2.0,0.0,0.0,0.0,2015
2015-05-12,4413,18.0,18.0,77.0,35.0,2.0,0.0,0.0,0.0,2015
2015-05-13,4675,19.0,19.0,79.5,24.0,2.0,0.0,0.0,0.0,2015
2015-05-14,3612,11.0,11.0,94.0,35.0,7.0,0.0,0.0,0.0,2015
2015-05-15,4101,16.0,16.0,94.0,21.0,7.0,0.0,0.0,0.0,2015
2015-05-16,3140,18.0,18.0,82.0,28.0,7.0,0.0,1.0,0.0,2015
2015-05-17,3124,17.5,17.5,82.0,26.0,3.0,0.0,1.0,0.0,2015
2015-05-18,3508,15.5,15.5,94.0,46.0,7.0,0.0,0.0,0.0,2015
2015-05-19,4379,14.5,14.5,79.0,31.0,10.0,0.0,0.0,0.0,2015
2015-05-20,4428,15.0,15.0,81.0,26.0,7.0,0.0,0.0,0.0,2015
2015-05-21,4395,20.0,20.0,82.0,21.0,3.0,0.0,0.0,0.0,2015
2015-05-22,3966,19.5,19.5,82.0,22.0,3.0,0.0,0.0,0.0,2015
2015-05-23,2031,17.5,17.5,85.0,24.0,7.0,0.0,1.0,0.0,2015
2015-05-24,2899,20.0,20.0,80.5,19.0,7.0,0.0,1.0,0.0,2015
2015-05-25,2799,16.0,16.0,69.5,19.0,4.0,1.0,0.0,0.0,2015
2015-05-26,4018,18.5,18.5,79.5,18.5,3.0,0.0,0.0,0.0,2015
2015-05-27,4348,20.5,20.5,71.0,27.0,7.0,0.0,0.0,0.0,2015
2015-05-28,4302,17.5,17.5,77.0,28.0,4.0,0.0,0.0,0.0,2015
2015-05-29,3904,14.0,14.0,85.0,30.5,7.0,0.0,0.0,0.0,2015
2015-05-30,2715,17.5,17.5,84.5,23.0,3.0,0.0,1.0,0.0,2015
2015-05-31,1372,16.0,16.0,91.0,31.5,7.0,0.0,1.0,0.0,2015
2015-06-01,4183,15.0,15.0,77.0,34.0,7.0,0.0,0.0,1.0,2015
2015-06-02,3700,19.0,19.0,88.0,43.5,7.0,0.0,0.0,1.0,2015
2015-06-03,4607,20.0,20.0,74.5,26.0,4.0,0.0,0.0,1.0,2015
2015-06-04,4581,22.0,21.0,77.0,24.0,2.0,0.0,0.0,1.0,2015
2015-06-05,3995,25.0,25.0,88.0,30.0,10.0,0.0,0.0,1.0,2015
2015-06-06,2969,20.0,20.0,79.5,29.5,2.0,0.0,1.0,1.0,2015
2015-06-07,3307,20.0,20.0,79.5,22.0,3.0,0.0,1.0,1.0,2015
2015-06-08,4507,17.0,17.0,85.0,28.0,7.0,0.0,0.0,1.0,2015
2015-06-09,4615,15.0,15.0,76.0,26.0,4.0,0.0,0.0,1.0,2015
2015-06-10,4694,18.0,18.0,71.0,30.5,4.0,0.0,0.0,1.0,2015
2015-06-11,4723,22.0,21.0,85.0,33.0,2.0,0.0,0.0,1.0,2015
2015-06-12,4212,24.0,24.0,88.0,19.5,7.0,0.0,0.0,1.0,2015
2015-06-13,2641,21.0,21.0,88.0,26.0,4.0,0.0,1.0,1.0,2015
2015-06-14,2567,17.5,17.5,91.0,17.5,7.0,0.0,1.0,1.0,2015
2015-06-15,4447,18.0,18.0,88.0,21.0,4.0,0.0,0.0,1.0,2015
2015-06-16,4749,22.5,22.0,77.0,17.0,1.0,0.0,0.0,1.0,2015
2015-06-17,4803,25.5,25.5,79.5,31.5,7.0,0.0,0.0,1.0,2015
2015-06-18,4622,20.5,20.5,78.0,21.0,7.0,0.0,0.0,1.0,2015
2015-06-19,4137,20.0,20.0,68.0,21.0,4.0,0.0,0.0,1.0,2015
2015-06-20,2533,19.5,19.5,94.0,16.0,7.0,0.0,1.0,1.0,2015
2015-06-21,2861,20.0,20.0,85.5,28.0,7.0,0.0,1.0,1.0,2015
2015-06-22,3867,18.0,18.0,88.0,30.5,7.0,0.0,0.0,1.0,2015
2015-06-23,4685,19.5,19.5,72.0,21.0,4.0,0.0,0.0,1.0,2015
2015-06-24,4568,23.5,23.0,79.5,23.0,3.0,0.0,0.0,1.0,2015
2015-06-25,4543,24.5,24.5,77.0,19.0,3.0,0.0,0.0,1.0,2015
2015-06-26,4009,27.0,27.0,73.0,28.0,4.0,0.0,0.0,1.0,2015
2015-06-27,3172,24.0,23.0,79.5,25.0,2.0,0.0,1.0,1.0,2015
2015-06-28,2506,22.0,22.0,80.5,21.0,7.0,0.0,1.0,1.0,2015
2015-06-29,4727,25.5,25.5,77.0,19.0,2.0,0.0,0.0,1.0,2015
2015-06-30,4930,29.0,28.0,72.0,30.0,7.0,0.0,0.0,1.0,2015
